fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.773 UTC [nodeCmd] serve -> INFO 001[0m Starting peer:
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |  Version: 1.3.0
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |  Commit SHA: 4ece33d
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |  Go version: go1.10.4
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |  OS/Arch: linux/amd64
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |  Experimental features: false
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |  Chaincode:
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |   Base Image Version: 0.4.13
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |   Base Docker Namespace: hyperledger
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |   Base Docker Label: org.hyperledger.fabric
fabric_peer2.1.usarvq2hnyww@heming-rdma8    |   Docker Namespace: hyperledger
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.774 UTC [ledgermgmt] initialize -> INFO 002[0m Initializing ledger mgmt
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.774 UTC [kvledger] NewProvider -> INFO 003[0m Initializing ledger provider
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.774 UTC [kvledger] NewProvider -> INFO 004[0m ledger provider Initialized
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.775 UTC [ledgermgmt] initialize -> INFO 005[0m ledger mgmt initialized
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.775 UTC [peer] func1 -> INFO 006[0m Auto-detected peer address: 10.0.2.116:7051
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.775 UTC [peer] func1 -> INFO 007[0m Host is 0.0.0.0 , falling back to auto-detected address: 10.0.2.116:7051
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.775 UTC [peer] func1 -> INFO 008[0m Auto-detected peer address: 10.0.2.116:7051
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | [34m2021-08-19 15:18:47.775 UTC [peer] func1 -> INFO 009[0m Host is 0.0.0.0 , falling back to auto-detected address: 10.0.2.116:7051
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | jyp: listenAddr= 0.0.0.0:7051 /opt/gopath/src/github.com/hyperledger/fabric/peer/node/start.go 195 2021-08-19 15:18:47.775909
fabric_peer2.1.usarvq2hnyww@heming-rdma8    | jyp: register grpc deliver server
